unicode,emoji,cldr,cldr_link
U+1F9B9 U+1F3FE U+200D U+2642 U+FE0F,🦹🏾‍♂️,man supervillain: medium-dark skin tone,man-supervillain-medium-dark-skin-tone
U+1F9B9 U+1F3FF U+200D U+2642 U+FE0F,🦹🏿‍♂️,man supervillain: dark skin tone,man-supervillain-dark-skin-tone
U+1F9B9 U+1F3FB U+200D U+2640 U+FE0F,🦹🏻‍♀️,woman supervillain: light skin tone,woman-supervillain-light-skin-tone
U+1F9B9 U+1F3FC U+200D U+2640 U+FE0F,🦹🏼‍♀️,woman supervillain: medium-light skin tone,woman-supervillain-medium-light-skin-tone
U+1F9B9 U+1F3FD U+200D U+2640 U+FE0F,🦹🏽‍♀️,woman supervillain: medium skin tone,woman-supervillain-medium-skin-tone
U+1F9B9 U+1F3FE U+200D U+2640 U+FE0F,🦹🏾‍♀️,woman supervillain: medium-dark skin tone,woman-supervillain-medium-dark-skin-tone
U+1F9B9 U+1F3FF U+200D U+2640 U+FE0F,🦹🏿‍♀️,woman supervillain: dark skin tone,woman-supervillain-dark-skin-tone
U+1F9D9 U+1F3FB,🧙🏻,mage: light skin tone,mage-light-skin-tone
U+1F9D9 U+1F3FC,🧙🏼,mage: medium-light skin tone,mage-medium-light-skin-tone
U+1F9D9 U+1F3FD,🧙🏽,mage: medium skin tone,mage-medium-skin-tone
U+1F9D9 U+1F3FE,🧙🏾,mage: medium-dark skin tone,mage-medium-dark-skin-tone
U+1F9D9 U+1F3FF,🧙🏿,mage: dark skin tone,mage-dark-skin-tone
U+1F9D9 U+1F3FB U+200D U+2642 U+FE0F,🧙🏻‍♂️,man mage: light skin tone,man-mage-light-skin-tone
U+1F9D9 U+1F3FC U+200D U+2642 U+FE0F,🧙🏼‍♂️,man mage: medium-light skin tone,man-mage-medium-light-skin-tone
U+1F9D9 U+1F3FD U+200D U+2642 U+FE0F,🧙🏽‍♂️,man mage: medium skin tone,man-mage-medium-skin-tone
U+1F9D9 U+1F3FE U+200D U+2642 U+FE0F,🧙🏾‍♂️,man mage: medium-dark skin tone,man-mage-medium-dark-skin-tone
U+1F9D9 U+1F3FF U+200D U+2642 U+FE0F,🧙🏿‍♂️,man mage: dark skin tone,man-mage-dark-skin-tone
U+1F9D9 U+1F3FB U+200D U+2640 U+FE0F,🧙🏻‍♀️,woman mage: light skin tone,woman-mage-light-skin-tone
U+1F9D9 U+1F3FC U+200D U+2640 U+FE0F,🧙🏼‍♀️,woman mage: medium-light skin tone,woman-mage-medium-light-skin-tone
U+1F9D9 U+1F3FD U+200D U+2640 U+FE0F,🧙🏽‍♀️,woman mage: medium skin tone,woman-mage-medium-skin-tone
U+1F9D9 U+1F3FE U+200D U+2640 U+FE0F,🧙🏾‍♀️,woman mage: medium-dark skin tone,woman-mage-medium-dark-skin-tone
U+1F9D9 U+1F3FF U+200D U+2640 U+FE0F,🧙🏿‍♀️,woman mage: dark skin tone,woman-mage-dark-skin-tone
U+1F9DA U+1F3FB,🧚🏻,fairy: light skin tone,fairy-light-skin-tone
U+1F9DA U+1F3FC,🧚🏼,fairy: medium-light skin tone,fairy-medium-light-skin-tone
U+1F9DA U+1F3FD,🧚🏽,fairy: medium skin tone,fairy-medium-skin-tone
U+1F9DA U+1F3FE,🧚🏾,fairy: medium-dark skin tone,fairy-medium-dark-skin-tone
U+1F9DA U+1F3FF,🧚🏿,fairy: dark skin tone,fairy-dark-skin-tone
U+1F9DA U+1F3FB U+200D U+2642 U+FE0F,🧚🏻‍♂️,man fairy: light skin tone,man-fairy-light-skin-tone
U+1F9DA U+1F3FC U+200D U+2642 U+FE0F,🧚🏼‍♂️,man fairy: medium-light skin tone,man-fairy-medium-light-skin-tone
U+1F9DA U+1F3FD U+200D U+2642 U+FE0F,🧚🏽‍♂️,man fairy: medium skin tone,man-fairy-medium-skin-tone
U+1F9DA U+1F3FE U+200D U+2642 U+FE0F,🧚🏾‍♂️,man fairy: medium-dark skin tone,man-fairy-medium-dark-skin-tone
U+1F9DA U+1F3FF U+200D U+2642 U+FE0F,🧚🏿‍♂️,man fairy: dark skin tone,man-fairy-dark-skin-tone
U+1F9DA U+1F3FB U+200D U+2640 U+FE0F,🧚🏻‍♀️,woman fairy: light skin tone,woman-fairy-light-skin-tone
U+1F9DA U+1F3FC U+200D U+2640 U+FE0F,🧚🏼‍♀️,woman fairy: medium-light skin tone,woman-fairy-medium-light-skin-tone
U+1F9DA U+1F3FD U+200D U+2640 U+FE0F,🧚🏽‍♀️,woman fairy: medium skin tone,woman-fairy-medium-skin-tone
U+1F9DA U+1F3FE U+200D U+2640 U+FE0F,🧚🏾‍♀️,woman fairy: medium-dark skin tone,woman-fairy-medium-dark-skin-tone
U+1F9DA U+1F3FF U+200D U+2640 U+FE0F,🧚🏿‍♀️,woman fairy: dark skin tone,woman-fairy-dark-skin-tone
U+1F9DB U+1F3FB,🧛🏻,vampire: light skin tone,vampire-light-skin-tone
U+1F9DB U+1F3FC,🧛🏼,vampire: medium-light skin tone,vampire-medium-light-skin-tone
U+1F9DB U+1F3FD,🧛🏽,vampire: medium skin tone,vampire-medium-skin-tone
U+1F9DB U+1F3FE,🧛🏾,vampire: medium-dark skin tone,vampire-medium-dark-skin-tone
U+1F9DB U+1F3FF,🧛🏿,vampire: dark skin tone,vampire-dark-skin-tone
U+1F9DB U+1F3FB U+200D U+2642 U+FE0F,🧛🏻‍♂️,man vampire: light skin tone,man-vampire-light-skin-tone
U+1F9DB U+1F3FC U+200D U+2642 U+FE0F,🧛🏼‍♂️,man vampire: medium-light skin tone,man-vampire-medium-light-skin-tone
U+1F9DB U+1F3FD U+200D U+2642 U+FE0F,🧛🏽‍♂️,man vampire: medium skin tone,man-vampire-medium-skin-tone
U+1F9DB U+1F3FE U+200D U+2642 U+FE0F,🧛🏾‍♂️,man vampire: medium-dark skin tone,man-vampire-medium-dark-skin-tone
U+1F9DB U+1F3FF U+200D U+2642 U+FE0F,🧛🏿‍♂️,man vampire: dark skin tone,man-vampire-dark-skin-tone
U+1F9DB U+1F3FB U+200D U+2640 U+FE0F,🧛🏻‍♀️,woman vampire: light skin tone,woman-vampire-light-skin-tone
U+1F9DB U+1F3FC U+200D U+2640 U+FE0F,🧛🏼‍♀️,woman vampire: medium-light skin tone,woman-vampire-medium-light-skin-tone
U+1F9DB U+1F3FD U+200D U+2640 U+FE0F,🧛🏽‍♀️,woman vampire: medium skin tone,woman-vampire-medium-skin-tone
U+1F9DB U+1F3FE U+200D U+2640 U+FE0F,🧛🏾‍♀️,woman vampire: medium-dark skin tone,woman-vampire-medium-dark-skin-tone
U+1F9DB U+1F3FF U+200D U+2640 U+FE0F,🧛🏿‍♀️,woman vampire: dark skin tone,woman-vampire-dark-skin-tone
U+1F9DC U+1F3FB,🧜🏻,merperson: light skin tone,merperson-light-skin-tone
U+1F9DC U+1F3FC,🧜🏼,merperson: medium-light skin tone,merperson-medium-light-skin-tone
U+1F9DC U+1F3FD,🧜🏽,merperson: medium skin tone,merperson-medium-skin-tone
U+1F9DC U+1F3FE,🧜🏾,merperson: medium-dark skin tone,merperson-medium-dark-skin-tone
U+1F9DC U+1F3FF,🧜🏿,merperson: dark skin tone,merperson-dark-skin-tone
U+1F9DC U+1F3FB U+200D U+2642 U+FE0F,🧜🏻‍♂️,merman: light skin tone,merman-light-skin-tone
U+1F9DC U+1F3FC U+200D U+2642 U+FE0F,🧜🏼‍♂️,merman: medium-light skin tone,merman-medium-light-skin-tone
U+1F9DC U+1F3FD U+200D U+2642 U+FE0F,🧜🏽‍♂️,merman: medium skin tone,merman-medium-skin-tone
U+1F9DC U+1F3FE U+200D U+2642 U+FE0F,🧜🏾‍♂️,merman: medium-dark skin tone,merman-medium-dark-skin-tone
U+1F9DC U+1F3FF U+200D U+2642 U+FE0F,🧜🏿‍♂️,merman: dark skin tone,merman-dark-skin-tone
U+1F9DC U+1F3FB U+200D U+2640 U+FE0F,🧜🏻‍♀️,mermaid: light skin tone,mermaid-light-skin-tone
U+1F9DC U+1F3FC U+200D U+2640 U+FE0F,🧜🏼‍♀️,mermaid: medium-light skin tone,mermaid-medium-light-skin-tone
U+1F9DC U+1F3FD U+200D U+2640 U+FE0F,🧜🏽‍♀️,mermaid: medium skin tone,mermaid-medium-skin-tone
U+1F9DC U+1F3FE U+200D U+2640 U+FE0F,🧜🏾‍♀️,mermaid: medium-dark skin tone,mermaid-medium-dark-skin-tone
U+1F9DC U+1F3FF U+200D U+2640 U+FE0F,🧜🏿‍♀️,mermaid: dark skin tone,mermaid-dark-skin-tone
U+1F9DD U+1F3FB,🧝🏻,elf: light skin tone,elf-light-skin-tone
U+1F9DD U+1F3FC,🧝🏼,elf: medium-light skin tone,elf-medium-light-skin-tone
U+1F9DD U+1F3FD,🧝🏽,elf: medium skin tone,elf-medium-skin-tone
U+1F9DD U+1F3FE,🧝🏾,elf: medium-dark skin tone,elf-medium-dark-skin-tone
U+1F9DD U+1F3FF,🧝🏿,elf: dark skin tone,elf-dark-skin-tone
U+1F9DD U+1F3FB U+200D U+2642 U+FE0F,🧝🏻‍♂️,man elf: light skin tone,man-elf-light-skin-tone
U+1F9DD U+1F3FC U+200D U+2642 U+FE0F,🧝🏼‍♂️,man elf: medium-light skin tone,man-elf-medium-light-skin-tone
U+1F9DD U+1F3FD U+200D U+2642 U+FE0F,🧝🏽‍♂️,man elf: medium skin tone,man-elf-medium-skin-tone
U+1F9DD U+1F3FE U+200D U+2642 U+FE0F,🧝🏾‍♂️,man elf: medium-dark skin tone,man-elf-medium-dark-skin-tone
U+1F9DD U+1F3FF U+200D U+2642 U+FE0F,🧝🏿‍♂️,man elf: dark skin tone,man-elf-dark-skin-tone
U+1F9DD U+1F3FB U+200D U+2640 U+FE0F,🧝🏻‍♀️,woman elf: light skin tone,woman-elf-light-skin-tone
U+1F9DD U+1F3FC U+200D U+2640 U+FE0F,🧝🏼‍♀️,woman elf: medium-light skin tone,woman-elf-medium-light-skin-tone
U+1F9DD U+1F3FD U+200D U+2640 U+FE0F,🧝🏽‍♀️,woman elf: medium skin tone,woman-elf-medium-skin-tone
U+1F9DD U+1F3FE U+200D U+2640 U+FE0F,🧝🏾‍♀️,woman elf: medium-dark skin tone,woman-elf-medium-dark-skin-tone
U+1F9DD U+1F3FF U+200D U+2640 U+FE0F,🧝🏿‍♀️,woman elf: dark skin tone,woman-elf-dark-skin-tone
U+1F486 U+1F3FB,💆🏻,person getting massage: light skin tone,person-getting-massage-light-skin-tone
U+1F486 U+1F3FC,💆🏼,person getting massage: medium-light skin tone,person-getting-massage-medium-light-skin-tone
U+1F486 U+1F3FD,💆🏽,person getting massage: medium skin tone,person-getting-massage-medium-skin-tone
U+1F486 U+1F3FE,💆🏾,person getting massage: medium-dark skin tone,person-getting-massage-medium-dark-skin-tone
U+1F486 U+1F3FF,💆🏿,person getting massage: dark skin tone,person-getting-massage-dark-skin-tone
U+1F486 U+1F3FB U+200D U+2642 U+FE0F,💆🏻‍♂️,man getting massage: light skin tone,man-getting-massage-light-skin-tone
U+1F486 U+1F3FC U+200D U+2642 U+FE0F,💆🏼‍♂️,man getting massage: medium-light skin tone,man-getting-massage-medium-light-skin-tone
U+1F486 U+1F3FD U+200D U+2642 U+FE0F,💆🏽‍♂️,man getting massage: medium skin tone,man-getting-massage-medium-skin-tone
U+1F486 U+1F3FE U+200D U+2642 U+FE0F,💆🏾‍♂️,man getting massage: medium-dark skin tone,man-getting-massage-medium-dark-skin-tone
U+1F486 U+1F3FF U+200D U+2642 U+FE0F,💆🏿‍♂️,man getting massage: dark skin tone,man-getting-massage-dark-skin-tone
U+1F486 U+1F3FB U+200D U+2640 U+FE0F,💆🏻‍♀️,woman getting massage: light skin tone,woman-getting-massage-light-skin-tone
U+1F486 U+1F3FC U+200D U+2640 U+FE0F,💆🏼‍♀️,woman getting massage: medium-light skin tone,woman-getting-massage-medium-light-skin-tone
U+1F486 U+1F3FD U+200D U+2640 U+FE0F,💆🏽‍♀️,woman getting massage: medium skin tone,woman-getting-massage-medium-skin-tone
U+1F486 U+1F3FE U+200D U+2640 U+FE0F,💆🏾‍♀️,woman getting massage: medium-dark skin tone,woman-getting-massage-medium-dark-skin-tone
U+1F486 U+1F3FF U+200D U+2640 U+FE0F,💆🏿‍♀️,woman getting massage: dark skin tone,woman-getting-massage-dark-skin-tone
U+1F487 U+1F3FB,💇🏻,person getting haircut: light skin tone,person-getting-haircut-light-skin-tone
U+1F487 U+1F3FC,💇🏼,person getting haircut: medium-light skin tone,person-getting-haircut-medium-light-skin-tone
U+1F487 U+1F3FD,💇🏽,person getting haircut: medium skin tone,person-getting-haircut-medium-skin-tone
U+1F487 U+1F3FE,💇🏾,person getting haircut: medium-dark skin tone,person-getting-haircut-medium-dark-skin-tone
U+1F487 U+1F3FF,💇🏿,person getting haircut: dark skin tone,person-getting-haircut-dark-skin-tone
U+1F487 U+1F3FB U+200D U+2642 U+FE0F,💇🏻‍♂️,man getting haircut: light skin tone,man-getting-haircut-light-skin-tone
U+1F487 U+1F3FC U+200D U+2642 U+FE0F,💇🏼‍♂️,man getting haircut: medium-light skin tone,man-getting-haircut-medium-light-skin-tone
U+1F487 U+1F3FD U+200D U+2642 U+FE0F,💇🏽‍♂️,man getting haircut: medium skin tone,man-getting-haircut-medium-skin-tone
U+1F487 U+1F3FE U+200D U+2642 U+FE0F,💇🏾‍♂️,man getting haircut: medium-dark skin tone,man-getting-haircut-medium-dark-skin-tone
U+1F487 U+1F3FF U+200D U+2642 U+FE0F,💇🏿‍♂️,man getting haircut: dark skin tone,man-getting-haircut-dark-skin-tone
U+1F487 U+1F3FB U+200D U+2640 U+FE0F,💇🏻‍♀️,woman getting haircut: light skin tone,woman-getting-haircut-light-skin-tone
U+1F487 U+1F3FC U+200D U+2640 U+FE0F,💇🏼‍♀️,woman getting haircut: medium-light skin tone,woman-getting-haircut-medium-light-skin-tone
U+1F487 U+1F3FD U+200D U+2640 U+FE0F,💇🏽‍♀️,woman getting haircut: medium skin tone,woman-getting-haircut-medium-skin-tone
U+1F487 U+1F3FE U+200D U+2640 U+FE0F,💇🏾‍♀️,woman getting haircut: medium-dark skin tone,woman-getting-haircut-medium-dark-skin-tone
U+1F487 U+1F3FF U+200D U+2640 U+FE0F,💇🏿‍♀️,woman getting haircut: dark skin tone,woman-getting-haircut-dark-skin-tone
U+1F6B6 U+1F3FB,🚶🏻,person walking: light skin tone,person-walking-light-skin-tone
U+1F6B6 U+1F3FC,🚶🏼,person walking: medium-light skin tone,person-walking-medium-light-skin-tone
U+1F6B6 U+1F3FD,🚶🏽,person walking: medium skin tone,person-walking-medium-skin-tone
U+1F6B6 U+1F3FE,🚶🏾,person walking: medium-dark skin tone,person-walking-medium-dark-skin-tone
U+1F6B6 U+1F3FF,🚶🏿,person walking: dark skin tone,person-walking-dark-skin-tone
U+1F6B6 U+1F3FB U+200D U+2642 U+FE0F,🚶🏻‍♂️,man walking: light skin tone,man-walking-light-skin-tone
U+1F6B6 U+1F3FC U+200D U+2642 U+FE0F,🚶🏼‍♂️,man walking: medium-light skin tone,man-walking-medium-light-skin-tone
U+1F6B6 U+1F3FD U+200D U+2642 U+FE0F,🚶🏽‍♂️,man walking: medium skin tone,man-walking-medium-skin-tone
U+1F6B6 U+1F3FE U+200D U+2642 U+FE0F,🚶🏾‍♂️,man walking: medium-dark skin tone,man-walking-medium-dark-skin-tone
U+1F6B6 U+1F3FF U+200D U+2642 U+FE0F,🚶🏿‍♂️,man walking: dark skin tone,man-walking-dark-skin-tone
U+1F6B6 U+1F3FB U+200D U+2640 U+FE0F,🚶🏻‍♀️,woman walking: light skin tone,woman-walking-light-skin-tone
U+1F6B6 U+1F3FC U+200D U+2640 U+FE0F,🚶🏼‍♀️,woman walking: medium-light skin tone,woman-walking-medium-light-skin-tone
U+1F6B6 U+1F3FD U+200D U+2640 U+FE0F,🚶🏽‍♀️,woman walking: medium skin tone,woman-walking-medium-skin-tone
U+1F6B6 U+1F3FE U+200D U+2640 U+FE0F,🚶🏾‍♀️,woman walking: medium-dark skin tone,woman-walking-medium-dark-skin-tone
U+1F6B6 U+1F3FF U+200D U+2640 U+FE0F,🚶🏿‍♀️,woman walking: dark skin tone,woman-walking-dark-skin-tone
U+1F9CD U+1F3FB,🧍🏻,person standing: light skin tone,person-standing-light-skin-tone
U+1F9CD U+1F3FC,🧍🏼,person standing: medium-light skin tone,person-standing-medium-light-skin-tone
U+1F9CD U+1F3FD,🧍🏽,person standing: medium skin tone,person-standing-medium-skin-tone
U+1F9CD U+1F3FE,🧍🏾,person standing: medium-dark skin tone,person-standing-medium-dark-skin-tone
U+1F9CD U+1F3FF,🧍🏿,person standing: dark skin tone,person-standing-dark-skin-tone
U+1F9CD U+1F3FB U+200D U+2642 U+FE0F,🧍🏻‍♂️,man standing: light skin tone,man-standing-light-skin-tone
U+1F9CD U+1F3FC U+200D U+2642 U+FE0F,🧍🏼‍♂️,man standing: medium-light skin tone,man-standing-medium-light-skin-tone
U+1F9CD U+1F3FD U+200D U+2642 U+FE0F,🧍🏽‍♂️,man standing: medium skin tone,man-standing-medium-skin-tone
U+1F9CD U+1F3FE U+200D U+2642 U+FE0F,🧍🏾‍♂️,man standing: medium-dark skin tone,man-standing-medium-dark-skin-tone
U+1F9CD U+1F3FF U+200D U+2642 U+FE0F,🧍🏿‍♂️,man standing: dark skin tone,man-standing-dark-skin-tone
U+1F9CD U+1F3FB U+200D U+2640 U+FE0F,🧍🏻‍♀️,woman standing: light skin tone,woman-standing-light-skin-tone
U+1F9CD U+1F3FC U+200D U+2640 U+FE0F,🧍🏼‍♀️,woman standing: medium-light skin tone,woman-standing-medium-light-skin-tone
U+1F9CD U+1F3FD U+200D U+2640 U+FE0F,🧍🏽‍♀️,woman standing: medium skin tone,woman-standing-medium-skin-tone
U+1F9CD U+1F3FE U+200D U+2640 U+FE0F,🧍🏾‍♀️,woman standing: medium-dark skin tone,woman-standing-medium-dark-skin-tone
U+1F9CD U+1F3FF U+200D U+2640 U+FE0F,🧍🏿‍♀️,woman standing: dark skin tone,woman-standing-dark-skin-tone
U+1F9CE U+1F3FB,🧎🏻,person kneeling: light skin tone,person-kneeling-light-skin-tone
U+1F9CE U+1F3FC,🧎🏼,person kneeling: medium-light skin tone,person-kneeling-medium-light-skin-tone
U+1F9CE U+1F3FD,🧎🏽,person kneeling: medium skin tone,person-kneeling-medium-skin-tone
U+1F9CE U+1F3FE,🧎🏾,person kneeling: medium-dark skin tone,person-kneeling-medium-dark-skin-tone
U+1F9CE U+1F3FF,🧎🏿,person kneeling: dark skin tone,person-kneeling-dark-skin-tone
U+1F9CE U+1F3FB U+200D U+2642 U+FE0F,🧎🏻‍♂️,man kneeling: light skin tone,man-kneeling-light-skin-tone
U+1F9CE U+1F3FC U+200D U+2642 U+FE0F,🧎🏼‍♂️,man kneeling: medium-light skin tone,man-kneeling-medium-light-skin-tone
U+1F9CE U+1F3FD U+200D U+2642 U+FE0F,🧎🏽‍♂️,man kneeling: medium skin tone,man-kneeling-medium-skin-tone
U+1F9CE U+1F3FE U+200D U+2642 U+FE0F,🧎🏾‍♂️,man kneeling: medium-dark skin tone,man-kneeling-medium-dark-skin-tone
U+1F9CE U+1F3FF U+200D U+2642 U+FE0F,🧎🏿‍♂️,man kneeling: dark skin tone,man-kneeling-dark-skin-tone
U+1F9CE U+1F3FB U+200D U+2640 U+FE0F,🧎🏻‍♀️,woman kneeling: light skin tone,woman-kneeling-light-skin-tone
U+1F9CE U+1F3FC U+200D U+2640 U+FE0F,🧎🏼‍♀️,woman kneeling: medium-light skin tone,woman-kneeling-medium-light-skin-tone
U+1F9CE U+1F3FD U+200D U+2640 U+FE0F,🧎🏽‍♀️,woman kneeling: medium skin tone,woman-kneeling-medium-skin-tone
U+1F9CE U+1F3FE U+200D U+2640 U+FE0F,🧎🏾‍♀️,woman kneeling: medium-dark skin tone,woman-kneeling-medium-dark-skin-tone
U+1F9CE U+1F3FF U+200D U+2640 U+FE0F,🧎🏿‍♀️,woman kneeling: dark skin tone,woman-kneeling-dark-skin-tone
U+1F9D1 U+1F3FB U+200D U+1F9AF,🧑🏻‍🦯,person with white cane: light skin tone,person-with-white-cane-light-skin-tone
U+1F9D1 U+1F3FC U+200D U+1F9AF,🧑🏼‍🦯,person with white cane: medium-light skin tone,person-with-white-cane-medium-light-skin-tone
U+1F9D1 U+1F3FD U+200D U+1F9AF,🧑🏽‍🦯,person with white cane: medium skin tone,person-with-white-cane-medium-skin-tone
U+1F9D1 U+1F3FE U+200D U+1F9AF,🧑🏾‍🦯,person with white cane: medium-dark skin tone,person-with-white-cane-medium-dark-skin-tone
U+1F9D1 U+1F3FF U+200D U+1F9AF,🧑🏿‍🦯,person with white cane: dark skin tone,person-with-white-cane-dark-skin-tone
U+1F468 U+1F3FB U+200D U+1F9AF,👨🏻‍🦯,man with white cane: light skin tone,man-with-white-cane-light-skin-tone
U+1F468 U+1F3FC U+200D U+1F9AF,👨🏼‍🦯,man with white cane: medium-light skin tone,man-with-white-cane-medium-light-skin-tone
U+1F468 U+1F3FD U+200D U+1F9AF,👨🏽‍🦯,man with white cane: medium skin tone,man-with-white-cane-medium-skin-tone
U+1F468 U+1F3FE U+200D U+1F9AF,👨🏾‍🦯,man with white cane: medium-dark skin tone,man-with-white-cane-medium-dark-skin-tone
U+1F468 U+1F3FF U+200D U+1F9AF,👨🏿‍🦯,man with white cane: dark skin tone,man-with-white-cane-dark-skin-tone
U+1F469 U+1F3FB U+200D U+1F9AF,👩🏻‍🦯,woman with white cane: light skin tone,woman-with-white-cane-light-skin-tone
U+1F469 U+1F3FC U+200D U+1F9AF,👩🏼‍🦯,woman with white cane: medium-light skin tone,woman-with-white-cane-medium-light-skin-tone
U+1F469 U+1F3FD U+200D U+1F9AF,👩🏽‍🦯,woman with white cane: medium skin tone,woman-with-white-cane-medium-skin-tone
U+1F469 U+1F3FE U+200D U+1F9AF,👩🏾‍🦯,woman with white cane: medium-dark skin tone,woman-with-white-cane-medium-dark-skin-tone
U+1F469 U+1F3FF U+200D U+1F9AF,👩🏿‍🦯,woman with white cane: dark skin tone,woman-with-white-cane-dark-skin-tone
U+1F9D1 U+1F3FB U+200D U+1F9BC,🧑🏻‍🦼,person in motorized wheelchair: light skin tone,person-in-motorized-wheelchair-light-skin-tone
U+1F9D1 U+1F3FC U+200D U+1F9BC,🧑🏼‍🦼,person in motorized wheelchair: medium-light skin tone,person-in-motorized-wheelchair-medium-light-skin-tone
U+1F9D1 U+1F3FD U+200D U+1F9BC,🧑🏽‍🦼,person in motorized wheelchair: medium skin tone,person-in-motorized-wheelchair-medium-skin-tone
U+1F9D1 U+1F3FE U+200D U+1F9BC,🧑🏾‍🦼,person in motorized wheelchair: medium-dark skin tone,person-in-motorized-wheelchair-medium-dark-skin-tone
U+1F9D1 U+1F3FF U+200D U+1F9BC,🧑🏿‍🦼,person in motorized wheelchair: dark skin tone,person-in-motorized-wheelchair-dark-skin-tone
U+1F468 U+1F3FB U+200D U+1F9BC,👨🏻‍🦼,man in motorized wheelchair: light skin tone,man-in-motorized-wheelchair-light-skin-tone
U+1F468 U+1F3FC U+200D U+1F9BC,👨🏼‍🦼,man in motorized wheelchair: medium-light skin tone,man-in-motorized-wheelchair-medium-light-skin-tone
